District,Date,LPC,CPC,NDP,GPC
Toronto Centre,2024-06-09,43%,23%,23%,8%
Toronto Centre,2024-06-16,43%,24%,23%,8%
Toronto Centre,2024-06-16,41%,23%,25%,8%
Toronto Centre,2024-06-23,40%,23%,27%,7%
Toronto Centre,2024-06-23,40%,22%,27%,8%
Toronto Centre,2024-06-30,41%,22%,27%,8%
Toronto Centre,2024-06-30,41%,22%,27%,8%
Toronto Centre,2024-07-07,41%,22%,27%,8%
Toronto Centre,2024-07-07,41%,22%,27%,7%
Toronto Danforth,2024-05-01,31%,28%,30%,8%
Toronto Danforth,2024-07-01,30%,26%,31%,11%
Toronto Danforth,2024-09-01,30%,26%,31%,11%
Toronto Danforth,2024-11-01,32%,25%,31%,11%
Toronto Danforth,2025-01-01,31%,25%,31%,11%
Toronto Danforth,2025-03-01,31%,25%,31%,11%
Toronto Danforth,2025-05-01,31%,25%,31%,11%
Toronto Danforth,2025-07-01,30%,25%,32%,11%
Toronto Danforth,2025-09-01,32%,29%,29%,7%
Toronto Danforth,2025-11-01,33%,29%,28%,7%
Toronto Danforth,2024-05-12,32%,29%,28%,7%
Toronto Danforth,2024-05-12,32%,29%,28%,8%
Toronto Danforth,2024-05-19,32%,29%,28%,8%
Toronto Danforth,2024-05-19,32%,29%,29%,8%
Toronto Danforth,2024-05-26,32%,29%,29%,8%
Toronto Danforth,2024-05-26,33%,28%,29%,8%
Toronto Danforth,2024-06-02,33%,28%,28%,8%
Toronto Danforth,2024-06-02,34%,29%,27%,8%
Toronto Danforth,2024-06-09,33%,29%,27%,8%
Toronto Danforth,2024-06-09,33%,30%,26%,9%
Toronto Danforth,2024-06-16,32%,31%,26%,9%
Toronto Danforth,2024-06-16,31%,30%,27%,8%
Toronto Danforth,2024-06-23,30%,30%,29%,8%
Toronto Danforth,2024-06-23,31%,29%,30%,8%
Toronto Danforth,2024-06-30,31%,29%,30%,8%
Toronto Danforth,2024-06-30,31%,29%,30%,8%
Toronto Danforth,2024-07-07,31%,28%,30%,8%
Toronto Danforth,2024-07-07,31%,28%,30%,8%
Toronto St. Paul’s,2024-05-01,38%,40%,12%,7%
Toronto St. Paul’s,2024-07-01,38%,35%,16%,10%
Toronto St. Paul’s,2024-09-01,38%,35%,16%,10%
Toronto St. Paul’s,2024-11-01,39%,34%,16%,10%
Toronto St. Paul’s,2025-01-01,39%,34%,16%,10%
Toronto St. Paul’s,2025-03-01,39%,35%,13%,10%
Toronto St. Paul’s,2025-05-01,40%,35%,14%,10%
Toronto St. Paul’s,2025-07-01,39%,35%,14%,10%
Toronto St. Paul’s,2025-09-01,39%,41%,11%,6%
Toronto St. Paul’s,2025-11-01,39%,41%,11%,6%
Toronto St. Paul’s,2024-05-12,39%,41%,11%,6%
Toronto St. Paul’s,2024-05-12,38%,41%,11%,6%
Toronto St. Paul’s,2024-05-19,38%,41%,11%,6%
Toronto St. Paul’s,2024-05-19,38%,41%,11%,7%
Toronto St. Paul’s,2024-05-26,38%,41%,11%,7%
Toronto St. Paul’s,2024-05-26,39%,40%,11%,7%
Toronto St. Paul’s,2024-06-02,40%,39%,11%,7%
Toronto St. Paul’s,2024-06-02,40%,40%,10%,7%
Toronto St. Paul’s,2024-06-09,39%,40%,10%,7%
Toronto St. Paul’s,2024-06-09,38%,42%,10%,7%
Toronto St. Paul’s,2024-06-16,38%,43%,9%,7%
Toronto St. Paul’s,2024-06-16,37%,42%,10%,7%
Toronto St. Paul’s,2024-06-23,36%,42%,12%,7%
Toronto St. Paul’s,2024-06-23,37%,41%,12%,7%
Toronto St. Paul’s,2024-06-30,37%,41%,12%,7%
Toronto St. Paul’s,2024-06-30,37%,41%,12%,7%
Toronto St. Paul’s,2024-07-07,37%,40%,12%,7%
Toronto St. Paul’s,2024-07-07,38%,40%,12%,7%
University Rosedale,2024-05-01,36%,27%,28%,7%
University Rosedale,2024-07-01,36%,25%,30%,8%
University Rosedale,2024-09-01,36%,25%,29%,8%
University Rosedale,2024-11-01,37%,24%,29%,8%
University Rosedale,2025-01-01,36%,24%,29%,8%
University Rosedale,2025-03-01,37%,24%,29%,8%
University Rosedale,2025-05-01,37%,24%,29%,8%
University Rosedale,2025-07-01,36%,24%,30%,8%
University Rosedale,2025-09-01,37%,27%,26%,6%
University Rosedale,2025-11-01,37%,27%,26%,6%
University Rosedale,2024-05-12,37%,27%,26%,6%
University Rosedale,2024-05-12,37%,27%,26%,7%
University Rosedale,2024-05-19,37%,27%,26%,6%
University Rosedale,2024-05-19,36%,27%,27%,7%
University Rosedale,2024-05-26,36%,27%,27%,7%
University Rosedale,2024-05-26,37%,26%,26%,7%
University Rosedale,2024-06-02,38%,26%,26%,7%
University Rosedale,2024-06-02,38%,27%,25%,7%
University Rosedale,2024-06-09,38%,27%,25%,7%
University Rosedale,2024-06-09,37%,28%,24%,8%
University Rosedale,2024-06-16,37%,29%,24%,7%
University Rosedale,2024-06-16,36%,29%,25%,7%
University Rosedale,2024-06-23,35%,28%,27%,7%
University Rosedale,2024-06-23,35%,27%,27%,7%
University Rosedale,2024-06-30,35%,27%,28%,7%
University Rosedale,2024-06-30,35%,27%,28%,7%
University Rosedale,2024-07-07,35%,27%,28%,7%
University Rosedale,2024-07-07,36%,27%,28%,7%
Waterloo,2024-05-01,34%,36%,19%,7%
Waterloo,2024-07-01,35%,36%,20%,6%
Waterloo,2024-09-01,35%,36%,20%,6%
Waterloo,2024-11-01,36%,36%,20%,6%
Waterloo,2025-01-01,36%,35%,20%,6%
Waterloo,2025-03-01,36%,35%,20%,7%
Waterloo,2025-05-01,36%,35%,20%,7%
Waterloo,2025-07-01,35%,35%,21%,6%
Waterloo,2025-09-01,35%,36%,20%,6%
Waterloo,2025-11-01,35%,35%,20%,6%
Waterloo,2024-05-12,35%,36%,20%,6%
Waterloo,2024-05-12,35%,36%,20%,6%
Waterloo,2024-05-19,35%,36%,20%,6%
Waterloo,2024-05-19,34%,35%,21%,6%
Waterloo,2024-05-26,34%,35%,21%,6%
Waterloo,2024-05-26,35%,35%,20%,6%
Waterloo,2024-06-02,36%,34%,20%,6%
Waterloo,2024-06-02,36%,35%,19%,7%
Waterloo,2024-06-09,36%,35%,19%,7%
Waterloo,2024-06-09,35%,37%,18%,7%
Waterloo,2024-06-16,34%,37%,18%,7%
Waterloo,2024-06-16,34%,38%,18%,7%
Waterloo,2024-06-23,33%,38%,19%,7%
Waterloo,2024-06-23,33%,37%,19%,7%
Waterloo,2024-06-30,34%,37%,19%,7%
Waterloo,2024-06-30,34%,37%,19%,7%
Waterloo,2024-07-07,34%,36%,20%,7%
Waterloo,2024-07-07,34%,36%,19%,7%
Wellington Halton Hills North,2024-05-01,18%,58%,12%,8%
Wellington Halton Hills North,2024-07-01,18%,59%,12%,8%
Wellington Halton Hills North,2024-09-01,18%,59%,11%,9%
Wellington Halton Hills North,2024-11-01,19%,58%,11%,8%
Wellington Halton Hills North,2025-01-01,19%,58%,12%,9%
Wellington Halton Hills North,2025-03-01,19%,58%,11%,9%
Wellington Halton Hills North,2025-05-01,19%,57%,12%,9%
Wellington Halton Hills North,2025-07-01,18%,57%,13%,9%
Wellington Halton Hills North,2025-09-01,18%,59%,12%,7%
Wellington Halton Hills North,2025-11-01,18%,58%,12%,7%
Wellington Halton Hills North,2024-05-12,18%,59%,12%,7%
Wellington Halton Hills North,2024-05-12,18%,59%,12%,7%
Wellington Halton Hills North,2024-05-19,18%,59%,12%,7%
Wellington Halton Hills North,2024-05-19,18%,58%,13%,7%
Wellington Halton Hills North,2024-05-26,18%,58%,13%,7%
Wellington Halton Hills North,2024-05-26,18%,57%,12%,7%
Wellington Halton Hills North,2024-06-02,19%,57%,12%,8%
Wellington Halton Hills North,2024-06-02,19%,57%,11%,8%
Wellington Halton Hills North,2024-06-09,18%,58%,12%,8%
Wellington Halton Hills North,2024-06-09,18%,59%,11%,8%
Wellington Halton Hills North,2024-06-16,18%,59%,11%,8%
Wellington Halton Hills North,2024-06-16,17%,60%,11%,8%
Wellington Halton Hills North,2024-06-23,17%,60%,11%,8%
Wellington Halton Hills North,2024-06-23,17%,59%,12%,8%
Wellington Halton Hills North,2024-06-30,17%,59%,12%,8%
Wellington Halton Hills North,2024-06-30,17%,58%,12%,8%
Wellington Halton Hills North,2024-07-07,17%,58%,12%,8%
Wellington Halton Hills North,2024-07-07,18%,58%,12%,8%
Whitby,2024-05-01,34%,44%,15%,4%
Whitby,2024-07-01,35%,45%,15%,3%
Whitby,2024-09-01,35%,44%,15%,3%
Whitby,2024-11-01,36%,44%,15%,3%
Whitby,2025-01-01,36%,44%,15%,3%
Whitby,2025-03-01,36%,43%,15%,3%
Whitby,2025-05-01,36%,43%,16%,3%
Whitby,2025-07-01,35%,43%,16%,3%
Whitby,2025-09-01,35%,44%,15%,3%
Whitby,2025-11-01,35%,43%,15%,3%
Whitby,2024-05-12,35%,44%,15%,3%
Whitby,2024-05-12,34%,44%,15%,3%
Whitby,2024-05-19,34%,44%,15%,3%
Whitby,2024-05-19,34%,43%,16%,3%
Whitby,2024-05-26,34%,43%,16%,3%
Whitby,2024-05-26,35%,43%,16%,3%
Whitby,2024-06-02,36%,42%,15%,3%
Whitby,2024-06-02,36%,43%,14%,3%
Whitby,2024-06-09,35%,43%,15%,4%
Whitby,2024-06-09,34%,45%,14%,4%
Whitby,2024-06-16,34%,46%,14%,4%
Whitby,2024-06-16,33%,46%,14%,4%
Whitby,2024-06-23,32%,46%,15%,4%
Whitby,2024-06-23,33%,45%,15%,4%
Whitby,2024-06-30,33%,45%,15%,4%
Whitby,2024-06-30,33%,45%,15%,4%
Whitby,2024-07-07,33%,44%,15%,4%
Whitby,2024-07-07,34%,44%,15%,4%
Willowdale,2024-05-01,33%,46%,11%,7%
Willowdale,2024-07-01,37%,44%,11%,7%
Willowdale,2024-09-01,37%,44%,11%,7%
Willowdale,2024-11-01,38%,43%,10%,7%
Willowdale,2025-01-01,38%,43%,11%,7%
Willowdale,2025-03-01,38%,43%,10%,8%
Willowdale,2025-05-01,38%,42%,11%,8%
Willowdale,2025-07-01,37%,42%,12%,7%
Willowdale,2025-09-01,34%,48%,10%,6%
Willowdale,2025-11-01,34%,47%,10%,6%
Willowdale,2024-05-12,34%,48%,10%,6%
Willowdale,2024-05-12,34%,48%,10%,6%
Willowdale,2024-05-19,34%,48%,10%,6%
Willowdale,2024-05-19,34%,47%,10%,6%
Willowdale,2024-05-26,34%,47%,10%,6%
Willowdale,2024-05-26,34%,47%,10%,6%
Willowdale,2024-06-02,35%,46%,10%,6%
Willowdale,2024-06-02,35%,46%,9%,6%
Willowdale,2024-06-09,35%,47%,9%,7%
Willowdale,2024-06-09,34%,48%,9%,7%
Willowdale,2024-06-16,33%,49%,9%,7%
Willowdale,2024-06-16,32%,49%,10%,7%
Willowdale,2024-06-23,32%,49%,11%,7%
Willowdale,2024-06-23,32%,48%,11%,7%
Willowdale,2024-06-30,33%,47%,11%,7%
Willowdale,2024-06-30,33%,47%,11%,7%
Willowdale,2024-07-07,33%,47%,11%,7%
Willowdale,2024-07-07,33%,46%,11%,7%
York South Weston Etobicoke,2024-05-01,43%,33%,16%,4%
York South Weston Etobicoke,2024-07-01,45%,32%,17%,4%
York South Weston Etobicoke,2024-09-01,46%,31%,17%,4%
York South Weston Etobicoke,2024-11-01,47%,31%,16%,4%
York South Weston Etobicoke,2025-01-01,46%,31%,17%,4%
York South Weston Etobicoke,2025-03-01,47%,31%,16%,4%
York South Weston Etobicoke,2025-05-01,47%,30%,17%,4%
York South Weston Etobicoke,2025-07-01,46%,30%,18%,4%
York South Weston Etobicoke,2025-09-01,44%,34%,15%,4%
York South Weston Etobicoke,2025-11-01,44%,33%,15%,4%
York South Weston Etobicoke,2024-05-12,44%,34%,15%,4%
York South Weston Etobicoke,2024-05-12,44%,34%,15%,4%
York South Weston Etobicoke,2024-05-19,44%,34%,15%,4%
York South Weston Etobicoke,2024-05-19,43%,33%,16%,4%
York South Weston Etobicoke,2024-05-26,43%,33%,15%,4%
York South Weston Etobicoke,2024-05-26,44%,33%,15%,4%
York South Weston Etobicoke,2024-06-02,45%,32%,15%,4%
York South Weston Etobicoke,2024-06-02,46%,33%,14%,4%
York South Weston Etobicoke,2024-06-09,45%,33%,14%,4%
York South Weston Etobicoke,2024-06-09,44%,35%,14%,4%
York South Weston Etobicoke,2024-06-16,44%,35%,13%,4%
York South Weston Etobicoke,2024-06-16,43%,35%,15%,4%
York South Weston Etobicoke,2024-06-23,42%,35%,16%,4%
York South Weston Etobicoke,2024-06-23,42%,34%,16%,4%
York South Weston Etobicoke,2024-06-30,43%,34%,16%,4%
York South Weston Etobicoke,2024-06-30,43%,33%,16%,4%
York South Weston Etobicoke,2024-07-07,43%,33%,17%,4%
York South Weston Etobicoke,2024-07-07,43%,33%,16%,4%
Churchill Kewatinook Aski,2024-05-01,21%,30%,42%,4%
Churchill Kewatinook Aski,2024-07-01,24%,27%,42%,4%
Churchill Kewatinook Aski,2024-09-01,24%,27%,41%,4%
Churchill Kewatinook Aski,2024-11-01,25%,28%,40%,4%
Churchill Kewatinook Aski,2025-01-01,26%,28%,39%,4%
Churchill Kewatinook Aski,2025-03-01,26%,28%,39%,4%
Churchill Kewatinook Aski,2025-05-01,27%,27%,39%,4%
Churchill Kewatinook Aski,2025-07-01,27%,27%,39%,4%
Churchill Kewatinook Aski,2025-09-01,26%,26%,39%,5%
Churchill Kewatinook Aski,2025-11-01,26%,26%,38%,5%
Churchill Kewatinook Aski,2024-05-12,26%,26%,38%,5%
Churchill Kewatinook Aski,2024-05-12,26%,26%,38%,5%
Churchill Kewatinook Aski,2024-05-19,26%,26%,38%,5%
Churchill Kewatinook Aski,2024-05-19,25%,27%,39%,5%
Churchill Kewatinook Aski,2024-05-26,24%,27%,39%,5%
Churchill Kewatinook Aski,2024-05-26,25%,26%,40%,5%
Churchill Kewatinook Aski,2024-06-02,25%,25%,40%,5%
Churchill Kewatinook Aski,2024-06-02,26%,25%,40%,5%
Churchill Kewatinook Aski,2024-06-09,25%,25%,41%,5%
Churchill Kewatinook Aski,2024-06-09,26%,26%,40%,5%
Churchill Kewatinook Aski,2024-06-16,24%,27%,40%,5%
Churchill Kewatinook Aski,2024-06-16,22%,28%,42%,5%
Churchill Kewatinook Aski,2024-06-23,20%,28%,44%,5%
Churchill Kewatinook Aski,2024-06-23,19%,28%,44%,5%
Churchill Kewatinook Aski,2024-06-30,19%,28%,44%,4%
Churchill Kewatinook Aski,2024-06-30,20%,29%,44%,4%
Churchill Kewatinook Aski,2024-07-07,20%,29%,43%,4%
Churchill Kewatinook Aski,2024-07-07,21%,30%,42%,4%
Riding Mountain,2024-05-01,10%,65%,15%,3%
Riding Mountain,2024-07-01,11%,65%,13%,3%
Riding Mountain,2024-09-01,11%,65%,13%,3%
Riding Mountain,2024-11-01,12%,65%,13%,3%
Riding Mountain,2025-01-01,12%,66%,13%,3%
Riding Mountain,2025-03-01,12%,65%,13%,3%
Riding Mountain,2025-05-01,13%,64%,13%,3%
Riding Mountain,2025-07-01,12%,64%,14%,3%
Riding Mountain,2025-09-01,12%,62%,13%,3%
Riding Mountain,2025-11-01,12%,62%,13%,3%
Riding Mountain,2024-05-12,12%,62%,13%,3%
Riding Mountain,2024-05-12,12%,63%,13%,3%
Riding Mountain,2024-05-19,12%,63%,13%,3%
Riding Mountain,2024-05-19,12%,63%,14%,3%
Riding Mountain,2024-05-26,11%,63%,14%,3%
Riding Mountain,2024-05-26,12%,62%,14%,4%
Riding Mountain,2024-06-02,12%,62%,14%,4%
Riding Mountain,2024-06-02,13%,61%,15%,4%
Riding Mountain,2024-06-09,12%,61%,15%,4%
Riding Mountain,2024-06-09,12%,62%,14%,4%
Riding Mountain,2024-06-16,11%,62%,14%,4%
Riding Mountain,2024-06-16,10%,63%,14%,4%
Riding Mountain,2024-06-23,10%,64%,15%,4%
Riding Mountain,2024-06-23,9%,64%,16%,3%
Riding Mountain,2024-06-30,10%,64%,16%,3%
Riding Mountain,2024-06-30,10%,64%,15%,3%
Riding Mountain,2024-07-07,10%,64%,15%,3%
Riding Mountain,2024-07-07,10%,65%,15%,3%
Winnipeg South Centre,2024-05-01,37%,34%,22%,4%
Winnipeg South Centre,2024-07-01,43%,31%,20%,4%
Winnipeg South Centre,2024-09-01,44%,31%,20%,4%
Winnipeg South Centre,2024-11-01,45%,31%,19%,4%
Winnipeg South Centre,2025-01-01,45%,31%,19%,4%
Winnipeg South Centre,2025-03-01,46%,30%,18%,4%
Winnipeg South Centre,2025-05-01,47%,29%,18%,4%
Winnipeg South Centre,2025-07-01,46%,29%,19%,4%
Winnipeg South Centre,2025-09-01,45%,28%,19%,4%
Winnipeg South Centre,2025-11-01,46%,28%,18%,4%
Winnipeg South Centre,2024-05-12,46%,28%,18%,4%
Winnipeg South Centre,2024-05-12,45%,28%,18%,4%
Winnipeg South Centre,2024-05-19,45%,28%,18%,4%
Winnipeg South Centre,2024-05-19,44%,29%,19%,4%
Winnipeg South Centre,2024-05-26,43%,29%,19%,4%
Winnipeg South Centre,2024-05-26,44%,29%,19%,4%
Winnipeg South Centre,2024-06-02,45%,28%,19%,4%
Winnipeg South Centre,2024-06-02,46%,27%,20%,4%
Winnipeg South Centre,2024-06-09,45%,28%,20%,4%
Winnipeg South Centre,2024-06-09,45%,28%,19%,4%
Winnipeg South Centre,2024-06-16,43%,29%,20%,4%
Winnipeg South Centre,2024-06-16,39%,31%,22%,4%
Winnipeg South Centre,2024-06-23,36%,32%,24%,4%
Winnipeg South Centre,2024-06-23,36%,33%,24%,4%
Winnipeg South Centre,2024-06-30,36%,33%,24%,4%
Winnipeg South Centre,2024-06-30,36%,33%,23%,4%
Winnipeg South Centre,2024-07-07,36%,33%,23%,4%
Winnipeg South Centre,2024-07-07,37%,34%,22%,4%
Abbotsford South Langley,2024-05-01,18%,58%,16%,4%
Abbotsford South Langley,2024-07-01,15%,65%,13%,4%
Abbotsford South Langley,2024-09-01,15%,64%,14%,4%
Abbotsford South Langley,2024-11-01,16%,63%,14%,4%
Abbotsford South Langley,2025-01-01,16%,62%,14%,4%
Abbotsford South Langley,2025-03-01,16%,62%,14%,4%
Abbotsford South Langley,2025-05-01,17%,61%,15%,4%
Abbotsford South Langley,2025-07-01,16%,60%,16%,4%
Abbotsford South Langley,2025-09-01,16%,59%,16%,4%
Abbotsford South Langley,2025-11-01,17%,59%,16%,4%
Abbotsford South Langley,2024-05-12,17%,59%,16%,4%
Abbotsford South Langley,2024-05-12,17%,59%,16%,4%
Abbotsford South Langley,2024-05-19,17%,59%,16%,4%
Abbotsford South Langley,2024-05-19,17%,58%,16%,4%
Abbotsford South Langley,2024-05-26,17%,59%,16%,4%
Abbotsford South Langley,2024-05-26,17%,58%,16%,4%
Abbotsford South Langley,2024-06-02,17%,58%,16%,4%
Abbotsford South Langley,2024-06-02,18%,59%,15%,4%
Abbotsford South Langley,2024-06-09,18%,58%,15%,4%
Abbotsford South Langley,2024-06-09,18%,59%,14%,4%
Abbotsford South Langley,2024-06-16,19%,59%,14%,4%
Abbotsford South Langley,2024-06-16,18%,59%,15%,4%
Abbotsford South Langley,2024-06-23,17%,60%,15%,4%
Abbotsford South Langley,2024-06-23,17%,59%,16%,4%
Abbotsford South Langley,2024-06-30,18%,58%,16%,4%
Abbotsford South Langley,2024-06-30,18%,58%,16%,4%
Abbotsford South Langley,2024-07-07,18%,58%,16%,4%
Abbotsford South Langley,2024-07-07,18%,58%,16%,4%
Burnaby Central,2024-05-01,24%,35%,34%,4%
Burnaby Central,2024-07-01,20%,39%,34%,4%
Burnaby Central,2024-09-01,20%,39%,34%,4%
Burnaby Central,2024-11-01,21%,38%,35%,4%
Burnaby Central,2025-01-01,22%,37%,35%,4%
Burnaby Central,2025-03-01,22%,36%,35%,4%
Burnaby Central,2025-05-01,22%,36%,35%,4%
Burnaby Central,2025-07-01,22%,35%,37%,4%
Burnaby Central,2025-09-01,22%,34%,37%,4%
Burnaby Central,2025-11-01,22%,34%,36%,4%
Burnaby Central,2024-05-12,22%,34%,36%,4%
Burnaby Central,2024-05-12,22%,34%,36%,4%
Burnaby Central,2024-05-19,22%,34%,36%,4%
Burnaby Central,2024-05-19,23%,33%,37%,4%
Burnaby Central,2024-05-26,22%,34%,37%,4%
Burnaby Central,2024-05-26,22%,33%,37%,4%
Burnaby Central,2024-06-02,23%,34%,36%,4%
Burnaby Central,2024-06-02,23%,35%,34%,4%
Burnaby Central,2024-06-09,24%,34%,34%,4%
Burnaby Central,2024-06-09,25%,35%,33%,4%
Burnaby Central,2024-06-16,26%,34%,33%,4%
Burnaby Central,2024-06-16,25%,34%,34%,4%
Burnaby Central,2024-06-23,23%,35%,35%,4%
Burnaby Central,2024-06-23,23%,35%,35%,4%
Burnaby Central,2024-06-30,24%,34%,36%,4%
Burnaby Central,2024-06-30,24%,33%,36%,4%
Burnaby Central,2024-07-07,24%,34%,36%,4%
Burnaby Central,2024-07-07,24%,35%,34%,4%
Burnaby North Seymour,2024-05-01,32%,39%,22%,4%
Burnaby North Seymour,2024-07-01,28%,44%,21%,5%
Burnaby North Seymour,2024-09-01,28%,44%,22%,5%
Burnaby North Seymour,2024-11-01,30%,42%,22%,5%
Burnaby North Seymour,2025-01-01,30%,42%,22%,4%
Burnaby North Seymour,2025-03-01,31%,41%,22%,4%
Burnaby North Seymour,2025-05-01,31%,41%,22%,4%
Burnaby North Seymour,2025-07-01,31%,40%,24%,4%
Burnaby North Seymour,2025-09-01,31%,39%,24%,4%
Burnaby North Seymour,2025-11-01,31%,39%,23%,4%
Burnaby North Seymour,2024-05-12,32%,38%,23%,4%
Burnaby North Seymour,2024-05-12,32%,38%,23%,4%
Burnaby North Seymour,2024-05-19,31%,38%,23%,4%
Burnaby North Seymour,2024-05-19,32%,38%,24%,4%
Burnaby North Seymour,2024-05-26,31%,38%,24%,4%
Burnaby North Seymour,2024-05-26,31%,38%,24%,4%
Burnaby North Seymour,2024-06-02,32%,38%,23%,4%
Burnaby North Seymour,2024-06-02,32%,39%,22%,4%
Burnaby North Seymour,2024-06-09,33%,38%,22%,4%
Burnaby North Seymour,2024-06-09,34%,39%,20%,4%
Burnaby North Seymour,2024-06-16,34%,39%,21%,4%
Burnaby North Seymour,2024-06-16,33%,39%,21%,4%
Burnaby North Seymour,2024-06-23,31%,40%,23%,4%
Burnaby North Seymour,2024-06-23,31%,40%,23%,4%
Burnaby North Seymour,2024-06-30,32%,39%,23%,4%
Burnaby North Seymour,2024-06-30,32%,38%,23%,4%
Burnaby North Seymour,2024-07-07,32%,39%,23%,4%
Burnaby North Seymour,2024-07-07,32%,39%,22%,4%
Chilliwack Hope,2024-05-01,12%,59%,22%,4%
Chilliwack Hope,2024-07-01,9%,64%,19%,4%
Chilliwack Hope,2024-09-01,9%,64%,20%,4%
Chilliwack Hope,2024-11-01,10%,63%,20%,4%
Chilliwack Hope,2025-01-01,10%,62%,20%,4%
Chilliwack Hope,2025-03-01,10%,61%,21%,3%
Chilliwack Hope,2025-05-01,11%,61%,21%,3%
Chilliwack Hope,2025-07-01,10%,60%,22%,3%
Chilliwack Hope,2025-09-01,10%,59%,22%,3%
Chilliwack Hope,2025-11-01,10%,59%,22%,4%
Chilliwack Hope,2024-05-12,11%,58%,22%,4%
Chilliwack Hope,2024-05-12,11%,58%,22%,4%
Chilliwack Hope,2024-05-19,11%,58%,22%,4%
Chilliwack Hope,2024-05-19,11%,58%,23%,3%
Chilliwack Hope,2024-05-26,11%,58%,23%,3%
Chilliwack Hope,2024-05-26,10%,58%,23%,3%
Chilliwack Hope,2024-06-02,11%,58%,22%,4%
Chilliwack Hope,2024-06-02,11%,59%,21%,4%
Chilliwack Hope,2024-06-09,11%,59%,21%,4%
Chilliwack Hope,2024-06-09,12%,60%,20%,4%
Chilliwack Hope,2024-06-16,12%,59%,20%,3%
Chilliwack Hope,2024-06-16,12%,59%,21%,3%
Chilliwack Hope,2024-06-23,11%,60%,22%,3%
Chilliwack Hope,2024-06-23,11%,59%,22%,4%
Chilliwack Hope,2024-06-30,11%,58%,22%,4%
Chilliwack Hope,2024-06-30,11%,58%,23%,4%
Chilliwack Hope,2024-07-07,11%,58%,23%,4%
Chilliwack Hope,2024-07-07,12%,59%,22%,4%
Columbia Kootenay Southern Rockies,2024-05-01,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-07-01,4%,61%,26%,4%
Columbia Kootenay Southern Rockies,2024-09-01,4%,61%,27%,5%
Columbia Kootenay Southern Rockies,2024-11-01,5%,60%,28%,4%
Columbia Kootenay Southern Rockies,2025-01-01,5%,59%,28%,4%
Columbia Kootenay Southern Rockies,2025-03-01,5%,59%,29%,4%
Columbia Kootenay Southern Rockies,2025-05-01,5%,58%,29%,4%
Columbia Kootenay Southern Rockies,2025-07-01,5%,57%,30%,4%
Columbia Kootenay Southern Rockies,2025-09-01,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2025-11-01,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-05-12,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-05-12,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-05-19,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-05-19,5%,55%,31%,4%
Columbia Kootenay Southern Rockies,2024-05-26,5%,56%,31%,4%
Columbia Kootenay Southern Rockies,2024-05-26,5%,55%,31%,4%
Columbia Kootenay Southern Rockies,2024-06-02,5%,55%,31%,4%
Columbia Kootenay Southern Rockies,2024-06-02,5%,57%,29%,4%
Columbia Kootenay Southern Rockies,2024-06-09,5%,57%,29%,5%
Columbia Kootenay Southern Rockies,2024-06-09,5%,58%,28%,4%
Columbia Kootenay Southern Rockies,2024-06-16,6%,57%,28%,4%
Columbia Kootenay Southern Rockies,2024-06-16,5%,57%,29%,4%
Columbia Kootenay Southern Rockies,2024-06-23,5%,57%,29%,4%
Columbia Kootenay Southern Rockies,2024-06-23,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-06-30,5%,56%,30%,4%
Columbia Kootenay Southern Rockies,2024-06-30,5%,55%,31%,5%
Columbia Kootenay Southern Rockies,2024-07-07,5%,55%,30%,5%
Columbia Kootenay Southern Rockies,2024-07-07,5%,56%,30%,4%
Courtenay Alberni,2024-05-01,9%,43%,37%,8%
Courtenay Alberni,2024-07-01,8%,48%,33%,8%
Courtenay Alberni,2024-09-01,8%,48%,34%,9%
Courtenay Alberni,2024-11-01,8%,47%,34%,8%
Courtenay Alberni,2025-01-01,8%,46%,35%,8%
Courtenay Alberni,2025-03-01,8%,45%,35%,8%
Courtenay Alberni,2025-05-01,9%,45%,35%,8%
Courtenay Alberni,2025-07-01,8%,44%,37%,8%
Courtenay Alberni,2025-09-01,8%,43%,37%,8%
Courtenay Alberni,2025-11-01,8%,43%,36%,8%
Courtenay Alberni,2024-05-12,8%,43%,37%,8%
Courtenay Alberni,2024-05-12,8%,43%,37%,8%
Courtenay Alberni,2024-05-19,8%,43%,37%,8%
Courtenay Alberni,2024-05-19,9%,42%,37%,8%
Courtenay Alberni,2024-05-26,8%,43%,37%,8%
Courtenay Alberni,2024-05-26,8%,42%,37%,8%
Courtenay Alberni,2024-06-02,9%,43%,37%,8%
Courtenay Alberni,2024-06-02,9%,44%,35%,8%
Courtenay Alberni,2024-06-09,9%,44%,35%,8%
Courtenay Alberni,2024-06-09,9%,44%,35%,8%
Courtenay Alberni,2024-06-16,9%,43%,35%,8%
Courtenay Alberni,2024-06-16,9%,43%,36%,8%
Courtenay Alberni,2024-06-23,8%,44%,37%,8%
Courtenay Alberni,2024-06-23,8%,43%,37%,8%
Courtenay Alberni,2024-06-30,9%,42%,38%,8%
Courtenay Alberni,2024-06-30,9%,42%,38%,8%
